matlab_mouse_index,python_index,session_file,session_id,lag,block_a_pv_correlation,block_b_pv_correlation,mean_block_pv_correlation
49,48,session_819186360.mat,819186360,20,0.9048884253217025,0.8113614691117241,0.8581249472167134
49,48,session_819186360.mat,819186360,21,0.9097577369939194,0.7977136432122122,0.8537356901030657
49,48,session_819186360.mat,819186360,22,0.9079313865135883,0.8016163858266363,0.8547738861701123
49,48,session_819186360.mat,819186360,23,0.9007539468376464,0.7854707375049153,0.8431123421712808
49,48,session_819186360.mat,819186360,24,0.8968983935779745,0.7720769287122146,0.8344876611450945
49,48,session_819186360.mat,819186360,25,0.900983834202342,0.7757182250697029,0.8383510296360224
49,48,session_819186360.mat,819186360,26,0.8994803998555445,0.7556850299185435,0.827582714887044
49,48,session_819186360.mat,819186360,27,0.9095503113530189,0.738647952962228,0.8240991321576234
49,48,session_819186360.mat,819186360,28,0.892446571836355,0.7083960929578743,0.8004213323971147
49,48,session_819186360.mat,819186360,29,0.8939644518349,0.7169328028943229,0.8054486273646115
51,50,session_821695405.mat,821695405,1,0.8382293938495555,0.8389764092573055,0.8386029015534305
51,50,session_821695405.mat,821695405,2,0.8361971409853443,0.8341748505353651,0.8351859957603547
51,50,session_821695405.mat,821695405,3,0.8380163990543907,0.8345275780202847,0.8362719885373378
51,50,session_821695405.mat,821695405,4,0.8221642401460868,0.8354554744221443,0.8288098572841156
51,50,session_821695405.mat,821695405,5,0.8241824260426778,0.8381582000992935,0.8311703130709857
51,50,session_821695405.mat,821695405,6,0.8236776811175325,0.8289404895319011,0.8263090853247168
51,50,session_821695405.mat,821695405,7,0.8218444208539768,0.8297884186006862,0.8258164197273314
